IMDB_Rating,Director,Runtime,Genre,GoodMovie
7.9,Yimou Zhang,120,"Action, Adventure, History",0
7.8,Richard Donner,114,"Adventure, Comedy, Family",0
8.1,John Carpenter,109,"Horror, Mystery, Sci-Fi",1
7.8,Chan-wook Park,110,"Action, Drama, Thriller",0
7.6,Alfred Hitchcock,97,"Drama, War",0
7.8,Rob Reiner,107,"Drama, Thriller",0
7.8,Don Hall,102,"Animation, Action, Adventure",0
7.6,Norman Jewison,146,"Biography, Drama, Sport",0
7.6,Chan-wook Park,129,"Crime, Drama, Thriller",0
8,Ki-duk Kim,103,"Drama, Romance",0
7.7,Sam Mendes,143,"Action, Adventure, Thriller",0
8.1,Steve McQueen,134,"Biography, Drama, History",1
8.5,Robert Zemeckis,116,"Adventure, Comedy, Sci-Fi",1
7.8,F. Gary Gray,147,"Biography, Drama, History",0
7.9,Rian Johnson,130,"Comedy, Crime, Drama",0
7.8,Boaz Yakin,113,"Biography, Drama, Sport",0
7.7,Kevin Macdonald,123,"Biography, Drama, History",0
7.8,John Huston,100,"Action, Crime, Drama",0
8.1,Dean DeBlois,98,"Animation, Action, Adventure",1
8.2,Rakeysh Omprakash Mehra,167,"Comedy, Crime, Drama",1
7.7,Paul Haggis,112,"Crime, Drama, Thriller",0
8.2,Moustapha Akkad,177,"Biography, Drama, History",1
7.9,Richard Linklater,109,"Drama, Romance",0
7.9,Luis Buñuel,102,Comedy,0
7.9,Ken Loach,100,Drama,0
7.9,Richard Linklater,165,Drama,0
7.6,Andrey Zvyagintsev,140,"Crime, Drama",0
8.1,Yôjirô Takita,130,"Drama, Music",1
7.8,Shoojit Sircar,126,"Comedy, Romance",0
8.2,Ron Howard,135,"Biography, Drama",1
8.1,François Truffaut,99,"Crime, Drama",1
7.6,Richard Linklater,102,Comedy,0
8,Terry Gilliam,129,"Mystery, Sci-Fi, Thriller",0
8,Gabriele Muccino,117,"Biography, Drama",0
7.9,Doug Liman,113,"Action, Adventure, Sci-Fi",0
7.9,Sam Peckinpah,145,"Action, Adventure, Western",0
8.5,Giuseppe Tornatore,155,"Drama, Romance",1
7.7,Michael Powell,101,"Drama, Horror, Thriller",0
7.7,Gregory Hoblit,129,"Crime, Drama, Mystery",0
7.8,Terrence Malick,94,"Drama, Romance",0
7.8,John Woo,111,"Action, Crime, Drama",0
7.9,Tomas Alfredson,114,"Crime, Drama, Fantasy",0
7.6,George Stevens,201,"Drama, Western",0
7.8,Peter Jackson,161,"Adventure, Fantasy",0
7.9,Noah Baumbach,137,"Comedy, Drama, Romance",0
7.9,Werner Herzog,95,"Action, Adventure, Biography",0
7.7,Peter Mullan,114,Drama,0
8,Hal Ashby,130,"Comedy, Drama",0
7.8,Dorota Kobiela,94,"Animation, Biography, Crime",0
8.3,Stanley Kubrick,149,"Adventure, Sci-Fi",1
7.6,John Hughes,93,"Comedy, Drama",0
8.1,James Mangold,137,"Action, Drama, Sci-Fi",1
7.8,Joe Wright,129,"Drama, Romance",0
7.9,Bryan Singer,132,"Action, Adventure, Sci-Fi",0
8.1,Alfred Hitchcock,130,"Drama, Mystery, Romance",1
8,Otto Preger,88,"Drama, Film-Noir, Mystery",0
8,Vincent Paronnaud,96,"Animation, Biography, Drama",0
7.8,Hayao Miyazaki,126,"Animation, Biography, Drama",0
8,Ki-duk Kim,88,"Crime, Drama, Romance",0
7.6,Barry Levinson,147,"Crime, Drama, Thriller",0
8.2,Nishikant Kamat,163,"Crime, Drama, Mystery",1
7.8,Alfred Hitchcock,108,"Film-Noir, Thriller",0
7.7,Kenneth Branagh,242,Drama,0
7.8,Hong-jin Na,125,"Action, Crime, Thriller",0
8.2,Jules Dassin,118,"Crime, Drama, Thriller",1
8.3,Brian De Palma,170,"Crime, Drama",1
8.1,Roman Polanski,130,"Drama, Mystery, Thriller",1
7.7,Mel Brooks,93,"Comedy, Western",0
7.9,F.W. Murnau,94,"Fantasy, Horror",0
7.9,Luca Guadagnino,132,"Drama, Romance",0
7.8,Theodore Melfi,127,"Biography, Drama, History",0
7.7,Bruce Robinson,107,"Comedy, Drama",0
8.3,Çagan Irmak,112,"Drama, Family",1
7.7,Todd Phillips,100,Comedy,0
8,Neeraj Pandey,144,"Crime, Drama, Thriller",0
8.3,Quentin Tarantino,99,"Crime, Drama, Thriller",1
7.7,Yoshiaki Kawajiri,103,"Animation, Action, Fantasy",0
8,Tim Miller,108,"Action, Adventure, Comedy",0
8.1,Elia Kazan,108,"Crime, Drama, Thriller",1
8.3,Stanley Kubrick,116,"Drama, War",1
7.7,David Fincher,120,"Biography, Drama",0
7.7,Scott Hicks,105,"Biography, Drama, Music",0
8.3,Martin Scorsese,114,"Crime, Drama",1
7.6,Clint Eastwood,135,"Drama, Romance",0
8,Gareth Evans,150,"Action, Crime, Thriller",0
8,Franklin J. Schaffner,151,"Biography, Crime, Drama",0
7.9,Brian De Palma,144,"Crime, Drama, Thriller",0
8,Stanley Kubrick,84,"Crime, Drama, Film-Noir",0
7.9,Clint Eastwood,138,"Crime, Drama, Mystery",0
7.6,Isao Takahata,118,"Animation, Drama, Romance",0
7.6,Gabriele Muccino,123,Drama,0
8,Harold Ramis,101,"Comedy, Fantasy, Romance",0
7.7,Alfonso Cuarón,91,"Drama, Sci-Fi, Thriller",0
8.4,Anthony Russo,181,"Action, Adventure, Drama",1
8,Brad Bird,86,"Animation, Action, Adventure",0
8,Wilson Yip,106,"Action, Biography, Drama",0
7.7,Roman Polanski,126,"Drama, Thriller",0
9,Francis Ford Coppola,202,"Crime, Drama",1
8.3,Sam Mendes,122,Drama,1
8.1,Mathieu Kassovitz,98,"Crime, Drama",1
7.8,Paul Greengrass,134,"Adventure, Biography, Crime",0
7.8,James Ivory,134,"Drama, Romance",0
8.1,Stuart Rosenberg,127,"Crime, Drama",1
7.9,George Seaton,96,"Comedy, Drama, Family",0
7.8,Lars von Trier,159,Drama,0
7.6,Martin Rosen,91,"Animation, Adventure, Drama",0
8.1,Henri-Georges Clouzot,131,"Adventure, Drama, Thriller",1
8.4,Chan-wook Park,101,"Action, Drama, Mystery",1
7.9,Alfonso Cuarón,142,"Adventure, Family, Fantasy",0
8.1,Ridley Scott,117,"Action, Sci-Fi, Thriller",1
8.3,Rahi Anil Barve,104,"Drama, Fantasy, Horror",1
